Wall time,Step,Value
1561680399.775595,2000,0.0
1561680937.240088,4000,0.10000000149011612
1561681679.569991,6000,0.550000011920929
1561682189.024484,8000,0.699999988079071
1561682759.796257,10000,0.44999998807907104
1561683154.832635,12000,0.4000000059604645
1561683808.130837,14000,0.25
1561684344.475278,16000,0.5
1561684813.311371,18000,0.6000000238418579
1561685261.557587,20000,0.44999998807907104
1561685795.528354,22000,0.6000000238418579
1561686344.974784,24000,0.6000000238418579
1561686877.803689,26000,0.550000011920929
1561687322.402211,28000,0.30000001192092896
1561688027.055627,30000,0.10000000149011612
1561688540.266733,32000,0.4000000059604645
1561689040.34695,34000,0.6000000238418579
1561689554.431266,36000,0.8500000238418579
1561690111.668986,38000,0.8500000238418579
1561690701.030209,40000,0.8500000238418579
1561691195.490474,42000,0.3499999940395355
1561691575.455917,44000,0.6499999761581421
1561691977.961787,46000,0.4000000059604645
1561692394.419909,48000,0.8999999761581421
1561692900.767096,50000,0.6000000238418579
1561693448.512337,52000,0.6499999761581421
1561693944.58746,54000,0.699999988079071
1561694314.625857,56000,0.6000000238418579
1561694711.233419,58000,0.44999998807907104
1561695211.951967,60000,0.44999998807907104
1561695687.85414,62000,0.800000011920929
1561696102.654912,64000,0.44999998807907104
1561696523.878751,66000,0.800000011920929
1561696949.640891,68000,0.699999988079071
1561697360.885323,70000,0.6499999761581421
1561697896.328002,72000,0.8500000238418579
1561698326.885695,74000,0.75
1561698754.17702,76000,0.6499999761581421
1561699187.547025,78000,0.699999988079071
1561699606.645103,80000,0.6499999761581421
1561700095.58793,82000,0.699999988079071
1561700547.132655,84000,0.800000011920929
1561701035.112279,86000,0.699999988079071
1561701434.76923,88000,0.699999988079071
1561701893.117356,90000,0.6000000238418579
1561702293.78278,92000,0.6499999761581421
1561702750.342602,94000,0.5
1561703213.108494,96000,0.8500000238418579
1561703655.715633,98000,0.550000011920929
1561704141.016211,100000,0.6499999761581421
1561704649.92612,102000,0.699999988079071
1561705038.73387,104000,0.699999988079071
1561705456.662402,106000,0.8500000238418579
1561705972.799082,108000,0.800000011920929
1561706419.130114,110000,1.0
1561706823.815213,112000,0.800000011920929
1561707301.815972,114000,0.8999999761581421
1561707838.802223,116000,1.0
1561708366.290723,118000,0.8999999761581421
1561708861.965949,120000,0.8500000238418579
1561709324.07877,122000,0.8500000238418579
1561709748.498516,124000,0.8500000238418579
1561710207.909531,126000,0.949999988079071
1561710645.875659,128000,0.800000011920929
1561711047.061804,130000,0.699999988079071
1561711531.844807,132000,0.8500000238418579
1561711980.564363,134000,0.699999988079071
1561712469.130815,136000,0.5
1561712923.926626,138000,0.699999988079071
1561713397.14619,140000,0.75
1561713802.008925,142000,0.6499999761581421
1561714197.88516,144000,0.75
1561714662.71766,146000,0.949999988079071
1561715181.496496,148000,0.75
1561715653.489332,150000,0.699999988079071
1561716162.229958,152000,0.6000000238418579
1561716820.918653,154000,0.699999988079071
1561717372.729936,156000,0.699999988079071
1561717899.293046,158000,0.75
1561718484.05471,160000,0.8999999761581421
1561719007.440748,162000,0.75
1561719477.860761,164000,0.8999999761581421
1561719958.13336,166000,0.949999988079071
1561720526.712719,168000,0.800000011920929
1561720972.122915,170000,0.800000011920929
1561721433.725917,172000,0.4000000059604645
1561721837.703804,174000,0.5
1561722424.842724,176000,0.6000000238418579
1561723048.013045,178000,0.6499999761581421
1561723668.883467,180000,0.75
1561724293.418795,182000,0.800000011920929
1561724917.577103,184000,0.6499999761581421
1561725515.962225,186000,0.699999988079071
1561726151.319816,188000,0.75
1561726680.97761,190000,0.6499999761581421
1561727356.272325,192000,0.6000000238418579
1561728005.79917,194000,0.699999988079071
1561728588.898832,196000,0.699999988079071
1561729215.133061,198000,0.8500000238418579
1561729837.591471,200000,0.800000011920929
1561730539.174081,202000,0.800000011920929
